Date,Station,Duty Window Number,Rank,Fleet,Season,IrOps,Month,Month Number,Weekday,Weekday Number,Duty Window,Pairing Start Count,Multi-Day Pairing Count,INT Pairing Count,Standby Activation Count,Multi-Day Pairing Ratio,INT Pairing Ratio,Activation Rate
23-08-2025,DEL,2,CP,Airbus,0,0,August,8,Saturday,5,04-Aug,54,22,6,7,0.4074,0.1111,0.1296
23-08-2025,DEL,2,FO,Airbus,0,0,August,8,Saturday,5,04-Aug,43,10,4,4,0.2326,0.093,0.093
23-08-2025,DEL,3,CP,Airbus,0,0,August,8,Saturday,5,08-Dec,39,10,6,5,0.2564,0.1538,0.1282
23-08-2025,DEL,3,FO,Airbus,0,0,August,8,Saturday,5,08-Dec,26,5,4,4,0.1923,0.1538,0.1538
23-08-2025,DEL,4,CP,Airbus,0,0,August,8,Saturday,5,Dec-16,38,9,2,6,0.2368,0.0526,0.1579
23-08-2025,DEL,4,FO,Airbus,0,0,August,8,Saturday,5,Dec-16,31,2,3,5,0.0645,0.0968,0.1613
23-08-2025,DEL,5,CP,Airbus,0,0,August,8,Saturday,5,16-20,44,11,3,3,0.25,0.0682,0.0682
23-08-2025,DEL,5,FO,Airbus,0,0,August,8,Saturday,5,16-20,38,7,3,5,0.1842,0.0789,0.1316
23-08-2025,DEL,6,CP,Airbus,0,0,August,8,Saturday,5,20-24,29,13,6,6,0.4483,0.2069,0.2069
23-08-2025,DEL,6,FO,Airbus,0,0,August,8,Saturday,5,20-24,18,5,5,4,0.2778,0.2778,0.2222
24-08-2025,DEL,1,CP,Airbus,0,0,August,8,Sunday,6,0-4,5,0,0,3,0,0,0.6
24-08-2025,DEL,1,FO,Airbus,0,0,August,8,Sunday,6,0-4,4,0,0,1,0,0,0.25
24-08-2025,DEL,2,CP,Airbus,0,0,August,8,Sunday,6,04-Aug,53,20,4,10,0.3774,0.0755,0.1887
24-08-2025,DEL,2,FO,Airbus,0,0,August,8,Sunday,6,04-Aug,47,13,4,5,0.2766,0.0851,0.1064
24-08-2025,DEL,3,CP,Airbus,0,0,August,8,Sunday,6,08-Dec,32,7,5,7,0.2188,0.1562,0.2188
24-08-2025,DEL,3,FO,Airbus,0,0,August,8,Sunday,6,08-Dec,25,5,4,8,0.2,0.16,0.32
24-08-2025,DEL,4,CP,Airbus,0,0,August,8,Sunday,6,Dec-16,34,9,3,7,0.2647,0.0882,0.2059
24-08-2025,DEL,4,FO,Airbus,0,0,August,8,Sunday,6,Dec-16,26,4,3,4,0.1538,0.1154,0.1538
24-08-2025,DEL,5,CP,Airbus,0,0,August,8,Sunday,6,16-20,39,11,5,6,0.2821,0.1282,0.1538
24-08-2025,DEL,5,FO,Airbus,0,0,August,8,Sunday,6,16-20,30,3,3,5,0.1,0.1,0.1667
24-08-2025,DEL,6,CP,Airbus,0,0,August,8,Sunday,6,20-24,20,9,5,2,0.45,0.25,0.1
24-08-2025,DEL,6,FO,Airbus,0,0,August,8,Sunday,6,20-24,17,7,5,4,0.4118,0.2941,0.2353
25-08-2025,DEL,1,CP,Airbus,0,0,August,8,Monday,0,0-4,6,1,1,1,0.1667,0.1667,0.1667
25-08-2025,DEL,1,FO,Airbus,0,0,August,8,Monday,0,0-4,5,0,0,1,0,0,0.2
25-08-2025,DEL,2,CP,Airbus,0,0,August,8,Monday,0,04-Aug,51,20,5,4,0.3922,0.098,0.0784
25-08-2025,DEL,2,FO,Airbus,0,0,August,8,Monday,0,04-Aug,44,11,5,6,0.25,0.1136,0.1364
25-08-2025,DEL,3,CP,Airbus,0,0,August,8,Monday,0,08-Dec,28,7,5,2,0.25,0.1786,0.0714
25-08-2025,DEL,3,FO,Airbus,0,0,August,8,Monday,0,08-Dec,23,4,4,3,0.1739,0.1739,0.1304
25-08-2025,DEL,4,CP,Airbus,0,0,August,8,Monday,0,Dec-16,40,7,3,8,0.175,0.075,0.2
25-08-2025,DEL,4,FO,Airbus,0,0,August,8,Monday,0,Dec-16,30,0,2,5,0,0.0667,0.1667
25-08-2025,DEL,5,CP,Airbus,0,0,August,8,Monday,0,16-20,47,15,4,8,0.3191,0.0851,0.1702
25-08-2025,DEL,5,FO,Airbus,0,0,August,8,Monday,0,16-20,39,4,4,3,0.1026,0.1026,0.0769
25-08-2025,DEL,6,CP,Airbus,0,0,August,8,Monday,0,20-24,26,14,6,4,0.5385,0.2308,0.1538
25-08-2025,DEL,6,FO,Airbus,0,0,August,8,Monday,0,20-24,18,7,6,3,0.3889,0.3333,0.1667
26-08-2025,DEL,1,CP,Airbus,0,0,August,8,Tuesday,1,0-4,5,0,0,1,0,0,0.2
26-08-2025,DEL,1,FO,Airbus,0,0,August,8,Tuesday,1,0-4,5,0,0,0,0,0,0
26-08-2025,DEL,2,CP,Airbus,0,0,August,8,Tuesday,1,04-Aug,50,16,7,6,0.32,0.14,0.12
26-08-2025,DEL,2,FO,Airbus,0,0,August,8,Tuesday,1,04-Aug,39,9,4,8,0.2308,0.1026,0.2051
26-08-2025,DEL,3,CP,Airbus,0,0,August,8,Tuesday,1,08-Dec,33,9,5,2,0.2727,0.1515,0.0606
26-08-2025,DEL,3,FO,Airbus,0,0,August,8,Tuesday,1,08-Dec,27,4,4,5,0.1481,0.1481,0.1852
26-08-2025,DEL,4,CP,Airbus,0,0,August,8,Tuesday,1,Dec-16,35,5,2,6,0.1429,0.0571,0.1714
26-08-2025,DEL,4,FO,Airbus,0,0,August,8,Tuesday,1,Dec-16,30,5,3,6,0.1667,0.1,0.2
26-08-2025,DEL,5,CP,Airbus,0,0,August,8,Tuesday,1,16-20,47,12,6,7,0.2553,0.1277,0.1489
26-08-2025,DEL,5,FO,Airbus,0,0,August,8,Tuesday,1,16-20,47,4,3,7,0.0851,0.0638,0.1489
26-08-2025,DEL,6,CP,Airbus,0,0,August,8,Tuesday,1,20-24,25,11,5,6,0.44,0.2,0.24
26-08-2025,DEL,6,FO,Airbus,0,0,August,8,Tuesday,1,20-24,21,7,4,2,0.3333,0.1905,0.0952
27-08-2025,DEL,1,CP,Airbus,0,0,August,8,Wednesday,2,0-4,5,1,0,1,0.2,0,0.2
27-08-2025,DEL,1,FO,Airbus,0,0,August,8,Wednesday,2,0-4,5,0,0,1,0,0,0.2
27-08-2025,DEL,2,CP,Airbus,0,0,August,8,Wednesday,2,04-Aug,47,16,7,10,0.3404,0.1489,0.2128
27-08-2025,DEL,2,FO,Airbus,0,0,August,8,Wednesday,2,04-Aug,41,12,6,7,0.2927,0.1463,0.1707
27-08-2025,DEL,3,CP,Airbus,0,0,August,8,Wednesday,2,08-Dec,23,9,4,3,0.3913,0.1739,0.1304
27-08-2025,DEL,3,FO,Airbus,0,0,August,8,Wednesday,2,08-Dec,22,3,4,4,0.1364,0.1818,0.1818
27-08-2025,DEL,4,CP,Airbus,0,0,August,8,Wednesday,2,Dec-16,44,12,4,9,0.2727,0.0909,0.2045
27-08-2025,DEL,4,FO,Airbus,0,0,August,8,Wednesday,2,Dec-16,32,3,2,7,0.0938,0.0625,0.2188
27-08-2025,DEL,5,CP,Airbus,0,0,August,8,Wednesday,2,16-20,39,11,3,4,0.2821,0.0769,0.1026
27-08-2025,DEL,5,FO,Airbus,0,0,August,8,Wednesday,2,16-20,28,3,3,4,0.1071,0.1071,0.1429
27-08-2025,DEL,6,CP,Airbus,0,0,August,8,Wednesday,2,20-24,21,9,5,2,0.4286,0.2381,0.0952
27-08-2025,DEL,6,FO,Airbus,0,0,August,8,Wednesday,2,20-24,20,5,5,1,0.25,0.25,0.05
28-08-2025,DEL,1,CP,Airbus,0,0,August,8,Thursday,3,0-4,6,0,0,1,0,0,0.1667
28-08-2025,DEL,1,FO,Airbus,0,0,August,8,Thursday,3,0-4,3,0,0,0,0,0,0
28-08-2025,DEL,2,CP,Airbus,0,0,August,8,Thursday,3,04-Aug,49,17,5,12,0.3469,0.102,0.2449
28-08-2025,DEL,2,FO,Airbus,0,0,August,8,Thursday,3,04-Aug,43,12,4,6,0.2791,0.093,0.1395
28-08-2025,DEL,3,CP,Airbus,0,0,August,8,Thursday,3,08-Dec,37,12,6,4,0.3243,0.1622,0.1081
28-08-2025,DEL,3,FO,Airbus,0,0,August,8,Thursday,3,08-Dec,33,7,4,3,0.2121,0.1212,0.0909
28-08-2025,DEL,4,CP,Airbus,0,0,August,8,Thursday,3,Dec-16,30,5,2,7,0.1667,0.0667,0.2333
28-08-2025,DEL,4,FO,Airbus,0,0,August,8,Thursday,3,Dec-16,35,4,3,7,0.1143,0.0857,0.2
28-08-2025,DEL,5,CP,Airbus,0,0,August,8,Thursday,3,16-20,45,9,5,8,0.2,0.1111,0.1778
28-08-2025,DEL,5,FO,Airbus,0,0,August,8,Thursday,3,16-20,49,5,3,8,0.102,0.0612,0.1633
28-08-2025,DEL,6,CP,Airbus,0,0,August,8,Thursday,3,20-24,26,12,7,5,0.4615,0.2692,0.1923
28-08-2025,DEL,6,FO,Airbus,0,0,August,8,Thursday,3,20-24,24,10,7,7,0.4167,0.2917,0.2917
29-08-2025,DEL,1,CP,Airbus,0,0,August,8,Friday,4,0-4,4,1,0,0,0.25,0,0
29-08-2025,DEL,1,FO,Airbus,0,0,August,8,Friday,4,0-4,5,0,0,1,0,0,0.2
29-08-2025,DEL,2,CP,Airbus,0,0,August,8,Friday,4,04-Aug,47,15,5,5,0.3191,0.1064,0.1064
29-08-2025,DEL,2,FO,Airbus,0,0,August,8,Friday,4,04-Aug,43,9,5,3,0.2093,0.1163,0.0698
29-08-2025,DEL,3,CP,Airbus,0,0,August,8,Friday,4,08-Dec,33,12,4,8,0.3636,0.1212,0.2424
29-08-2025,DEL,3,FO,Airbus,0,0,August,8,Friday,4,08-Dec,30,4,4,5,0.1333,0.1333,0.1667
29-08-2025,DEL,4,CP,Airbus,0,0,August,8,Friday,4,Dec-16,42,10,3,7,0.2381,0.0714,0.1667
29-08-2025,DEL,4,FO,Airbus,0,0,August,8,Friday,4,Dec-16,36,6,2,7,0.1667,0.0556,0.1944
29-08-2025,DEL,5,CP,Airbus,0,0,August,8,Friday,4,16-20,40,9,4,9,0.225,0.1,0.225
29-08-2025,DEL,5,FO,Airbus,0,0,August,8,Friday,4,16-20,35,7,4,10,0.2,0.1143,0.2857
29-08-2025,DEL,6,CP,Airbus,0,0,August,8,Friday,4,20-24,23,10,5,1,0.4348,0.2174,0.0435
29-08-2025,DEL,6,FO,Airbus,0,0,August,8,Friday,4,20-24,20,6,5,1,0.3,0.25,0.05
30-08-2025,DEL,1,CP,Airbus,0,0,August,8,Saturday,5,0-4,5,0,0,1,0,0,0.2
30-08-2025,DEL,1,FO,Airbus,0,0,August,8,Saturday,5,0-4,5,1,1,2,0.2,0.2,0.4
30-08-2025,DEL,2,CP,Airbus,0,0,August,8,Saturday,5,04-Aug,46,19,5,1,0.413,0.1087,0.0217
30-08-2025,DEL,2,FO,Airbus,0,0,August,8,Saturday,5,04-Aug,42,12,5,3,0.2857,0.119,0.0714
30-08-2025,DEL,3,CP,Airbus,0,0,August,8,Saturday,5,08-Dec,38,7,4,4,0.1842,0.1053,0.1053
30-08-2025,DEL,3,FO,Airbus,0,0,August,8,Saturday,5,08-Dec,28,5,4,7,0.1786,0.1429,0.25
30-08-2025,DEL,4,CP,Airbus,0,0,August,8,Saturday,5,Dec-16,34,5,4,5,0.1471,0.1176,0.1471
30-08-2025,DEL,4,FO,Airbus,0,0,August,8,Saturday,5,Dec-16,43,3,2,8,0.0698,0.0465,0.186
30-08-2025,DEL,5,CP,Airbus,0,0,August,8,Saturday,5,16-20,49,12,4,9,0.2449,0.0816,0.1837
30-08-2025,DEL,5,FO,Airbus,0,0,August,8,Saturday,5,16-20,37,4,3,7,0.1081,0.0811,0.1892
30-08-2025,DEL,6,CP,Airbus,0,0,August,8,Saturday,5,20-24,24,12,5,4,0.5,0.2083,0.1667
30-08-2025,DEL,6,FO,Airbus,0,0,August,8,Saturday,5,20-24,18,5,5,2,0.2778,0.2778,0.1111
31-08-2025,DEL,1,CP,Airbus,0,0,August,8,Sunday,6,0-4,7,0,0,1,0,0,0.1429
31-08-2025,DEL,1,FO,Airbus,0,0,August,8,Sunday,6,0-4,3,0,0,0,0,0,0
31-08-2025,DEL,2,CP,Airbus,0,0,August,8,Sunday,6,04-Aug,54,17,6,7,0.3148,0.1111,0.1296
31-08-2025,DEL,2,FO,Airbus,0,0,August,8,Sunday,6,04-Aug,50,16,6,5,0.32,0.12,0.1
31-08-2025,DEL,3,CP,Airbus,0,0,August,8,Sunday,6,08-Dec,37,10,6,7,0.2703,0.1622,0.1892
31-08-2025,DEL,3,FO,Airbus,0,0,August,8,Sunday,6,08-Dec,26,5,4,6,0.1923,0.1538,0.2308
31-08-2025,DEL,4,CP,Airbus,0,0,August,8,Sunday,6,Dec-16,35,10,3,8,0.2857,0.0857,0.2286
31-08-2025,DEL,4,FO,Airbus,0,0,August,8,Sunday,6,Dec-16,32,5,2,3,0.1562,0.0625,0.0938
31-08-2025,DEL,5,CP,Airbus,0,0,August,8,Sunday,6,16-20,45,13,5,6,0.2889,0.1111,0.1333
31-08-2025,DEL,5,FO,Airbus,0,0,August,8,Sunday,6,16-20,35,5,3,3,0.1429,0.0857,0.0857
31-08-2025,DEL,6,CP,Airbus,0,0,August,8,Sunday,6,20-24,21,10,5,3,0.4762,0.2381,0.1429
31-08-2025,DEL,6,FO,Airbus,0,0,August,8,Sunday,6,20-24,16,6,5,1,0.375,0.3125,0.0625
01-09-2025,DEL,1,CP,Airbus,0,0,September,9,Monday,0,0-4,7,1,1,1,0.1429,0.1429,0.1429
01-09-2025,DEL,1,FO,Airbus,0,0,September,9,Monday,0,0-4,8,3,2,2,0.375,0.25,0.25
01-09-2025,DEL,2,CP,Airbus,0,0,September,9,Monday,0,04-Aug,50,18,6,8,0.36,0.12,0.16
01-09-2025,DEL,2,FO,Airbus,0,0,September,9,Monday,0,04-Aug,44,13,5,7,0.2955,0.1136,0.1591
01-09-2025,DEL,3,CP,Airbus,0,0,September,9,Monday,0,08-Dec,34,11,4,5,0.3235,0.1176,0.1471
01-09-2025,DEL,3,FO,Airbus,0,0,September,9,Monday,0,08-Dec,26,4,4,7,0.1538,0.1538,0.2692
01-09-2025,DEL,4,CP,Airbus,0,0,September,9,Monday,0,Dec-16,44,9,2,7,0.2045,0.0455,0.1591
01-09-2025,DEL,4,FO,Airbus,0,0,September,9,Monday,0,Dec-16,32,6,3,9,0.1875,0.0938,0.2812
01-09-2025,DEL,5,CP,Airbus,0,0,September,9,Monday,0,16-20,45,10,4,7,0.2222,0.0889,0.1556
01-09-2025,DEL,5,FO,Airbus,0,0,September,9,Monday,0,16-20,35,5,3,4,0.1429,0.0857,0.1143
01-09-2025,DEL,6,CP,Airbus,0,0,September,9,Monday,0,20-24,23,11,5,3,0.4783,0.2174,0.1304
01-09-2025,DEL,6,FO,Airbus,0,0,September,9,Monday,0,20-24,18,4,5,2,0.2222,0.2778,0.1111
02-09-2025,DEL,1,CP,Airbus,0,0,September,9,Tuesday,1,0-4,6,1,0,2,0.1667,0,0.3333
02-09-2025,DEL,1,FO,Airbus,0,0,September,9,Tuesday,1,0-4,6,1,1,1,0.1667,0.1667,0.1667
02-09-2025,DEL,2,CP,Airbus,0,0,September,9,Tuesday,1,04-Aug,43,14,4,7,0.3256,0.093,0.1628
02-09-2025,DEL,2,FO,Airbus,0,0,September,9,Tuesday,1,04-Aug,47,13,5,6,0.2766,0.1064,0.1277
02-09-2025,DEL,3,CP,Airbus,0,0,September,9,Tuesday,1,08-Dec,28,11,4,7,0.3929,0.1429,0.25
02-09-2025,DEL,3,FO,Airbus,0,0,September,9,Tuesday,1,08-Dec,23,2,4,4,0.087,0.1739,0.1739
02-09-2025,DEL,4,CP,Airbus,0,0,September,9,Tuesday,1,Dec-16,35,6,3,6,0.1714,0.0857,0.1714
02-09-2025,DEL,4,FO,Airbus,0,0,September,9,Tuesday,1,Dec-16,34,9,3,7,0.2647,0.0882,0.2059
02-09-2025,DEL,5,CP,Airbus,0,0,September,9,Tuesday,1,16-20,39,10,3,5,0.2564,0.0769,0.1282
02-09-2025,DEL,5,FO,Airbus,0,0,September,9,Tuesday,1,16-20,34,4,3,3,0.1176,0.0882,0.0882
02-09-2025,DEL,6,CP,Airbus,0,0,September,9,Tuesday,1,20-24,21,8,5,5,0.381,0.2381,0.2381
02-09-2025,DEL,6,FO,Airbus,0,0,September,9,Tuesday,1,20-24,17,4,5,3,0.2353,0.2941,0.1765
03-09-2025,DEL,1,CP,Airbus,0,0,September,9,Wednesday,2,0-4,6,1,0,0,0.1667,0,0
03-09-2025,DEL,1,FO,Airbus,0,0,September,9,Wednesday,2,0-4,6,1,0,0,0.1667,0,0
03-09-2025,DEL,2,CP,Airbus,0,0,September,9,Wednesday,2,04-Aug,46,16,6,5,0.3478,0.1304,0.1087
03-09-2025,DEL,2,FO,Airbus,0,0,September,9,Wednesday,2,04-Aug,42,11,4,6,0.2619,0.0952,0.1429
03-09-2025,DEL,3,CP,Airbus,0,0,September,9,Wednesday,2,08-Dec,34,9,5,5,0.2647,0.1471,0.1471
03-09-2025,DEL,3,FO,Airbus,0,0,September,9,Wednesday,2,08-Dec,23,4,4,2,0.1739,0.1739,0.087
03-09-2025,DEL,4,CP,Airbus,0,0,September,9,Wednesday,2,Dec-16,39,8,4,6,0.2051,0.1026,0.1538
03-09-2025,DEL,4,FO,Airbus,0,0,September,9,Wednesday,2,Dec-16,30,4,3,7,0.1333,0.1,0.2333
03-09-2025,DEL,5,CP,Airbus,0,0,September,9,Wednesday,2,16-20,42,11,3,6,0.2619,0.0714,0.1429
03-09-2025,DEL,5,FO,Airbus,0,0,September,9,Wednesday,2,16-20,38,4,3,5,0.1053,0.0789,0.1316
03-09-2025,DEL,6,CP,Airbus,0,0,September,9,Wednesday,2,20-24,23,12,7,6,0.5217,0.3043,0.2609
03-09-2025,DEL,6,FO,Airbus,0,0,September,9,Wednesday,2,20-24,16,7,7,3,0.4375,0.4375,0.1875
04-09-2025,DEL,1,CP,Airbus,0,0,September,9,Thursday,3,0-4,4,0,0,2,0,0,0.5
04-09-2025,DEL,1,FO,Airbus,0,0,September,9,Thursday,3,0-4,5,0,0,1,0,0,0.2
04-09-2025,DEL,2,CP,Airbus,0,0,September,9,Thursday,3,04-Aug,47,18,6,3,0.383,0.1277,0.0638
04-09-2025,DEL,2,FO,Airbus,0,0,September,9,Thursday,3,04-Aug,42,12,4,6,0.2857,0.0952,0.1429
04-09-2025,DEL,3,CP,Airbus,0,0,September,9,Thursday,3,08-Dec,35,11,5,3,0.3143,0.1429,0.0857
04-09-2025,DEL,3,FO,Airbus,0,0,September,9,Thursday,3,08-Dec,31,4,4,5,0.129,0.129,0.1613
04-09-2025,DEL,4,CP,Airbus,0,0,September,9,Thursday,3,Dec-16,34,8,3,4,0.2353,0.0882,0.1176
04-09-2025,DEL,4,FO,Airbus,0,0,September,9,Thursday,3,Dec-16,25,4,3,5,0.16,0.12,0.2
04-09-2025,DEL,5,CP,Airbus,0,0,September,9,Thursday,3,16-20,44,8,3,4,0.1818,0.0682,0.0909
04-09-2025,DEL,5,FO,Airbus,0,0,September,9,Thursday,3,16-20,40,3,3,10,0.075,0.075,0.25
04-09-2025,DEL,6,CP,Airbus,0,0,September,9,Thursday,3,20-24,24,10,6,5,0.4167,0.25,0.2083
04-09-2025,DEL,6,FO,Airbus,0,0,September,9,Thursday,3,20-24,18,7,6,4,0.3889,0.3333,0.2222
05-09-2025,DEL,1,CP,Airbus,0,0,September,9,Friday,4,0-4,4,0,0,0,0,0,0
05-09-2025,DEL,1,FO,Airbus,0,0,September,9,Friday,4,0-4,4,0,0,1,0,0,0.25
05-09-2025,DEL,2,CP,Airbus,0,0,September,9,Friday,4,04-Aug,46,14,5,7,0.3043,0.1087,0.1522
05-09-2025,DEL,2,FO,Airbus,0,0,September,9,Friday,4,04-Aug,41,9,4,5,0.2195,0.0976,0.122
05-09-2025,DEL,3,CP,Airbus,0,0,September,9,Friday,4,08-Dec,33,12,4,6,0.3636,0.1212,0.1818
05-09-2025,DEL,3,FO,Airbus,0,0,September,9,Friday,4,08-Dec,32,9,4,9,0.2812,0.125,0.2812
05-09-2025,DEL,4,CP,Airbus,0,0,September,9,Friday,4,Dec-16,35,9,3,4,0.2571,0.0857,0.1143
05-09-2025,DEL,4,FO,Airbus,0,0,September,9,Friday,4,Dec-16,38,8,4,6,0.2105,0.1053,0.1579
05-09-2025,DEL,5,CP,Airbus,0,0,September,9,Friday,4,16-20,44,11,3,3,0.25,0.0682,0.0682
05-09-2025,DEL,5,FO,Airbus,0,0,September,9,Friday,4,16-20,34,5,3,4,0.1471,0.0882,0.1176
05-09-2025,DEL,6,CP,Airbus,0,0,September,9,Friday,4,20-24,21,11,6,4,0.5238,0.2857,0.1905
05-09-2025,DEL,6,FO,Airbus,0,0,September,9,Friday,4,20-24,14,6,4,0,0.4286,0.2857,0
06-09-2025,DEL,1,CP,Airbus,0,0,September,9,Saturday,5,0-4,7,0,0,0,0,0,0
06-09-2025,DEL,1,FO,Airbus,0,0,September,9,Saturday,5,0-4,4,0,0,0,0,0,0
06-09-2025,DEL,2,CP,Airbus,0,0,September,9,Saturday,5,04-Aug,47,14,5,5,0.2979,0.1064,0.1064
06-09-2025,DEL,2,FO,Airbus,0,0,September,9,Saturday,5,04-Aug,43,14,5,8,0.3256,0.1163,0.186
06-09-2025,DEL,3,CP,Airbus,0,0,September,9,Saturday,5,08-Dec,34,7,5,5,0.2059,0.1471,0.1471
06-09-2025,DEL,3,FO,Airbus,0,0,September,9,Saturday,5,08-Dec,34,6,4,7,0.1765,0.1176,0.2059
06-09-2025,DEL,4,CP,Airbus,0,0,September,9,Saturday,5,Dec-16,31,8,4,4,0.2581,0.129,0.129
06-09-2025,DEL,4,FO,Airbus,0,0,September,9,Saturday,5,Dec-16,32,4,3,4,0.125,0.0938,0.125
06-09-2025,DEL,5,CP,Airbus,0,0,September,9,Saturday,5,16-20,42,9,4,6,0.2143,0.0952,0.1429
06-09-2025,DEL,5,FO,Airbus,0,0,September,9,Saturday,5,16-20,37,7,4,5,0.1892,0.1081,0.1351
06-09-2025,DEL,6,CP,Airbus,0,0,September,9,Saturday,5,20-24,20,10,6,3,0.5,0.3,0.15
06-09-2025,DEL,6,FO,Airbus,0,0,September,9,Saturday,5,20-24,16,5,5,3,0.3125,0.3125,0.1875
07-09-2025,DEL,1,CP,Airbus,0,0,September,9,Sunday,6,0-4,4,0,0,0,0,0,0
07-09-2025,DEL,1,FO,Airbus,0,0,September,9,Sunday,6,0-4,5,0,0,1,0,0,0.2
07-09-2025,DEL,2,CP,Airbus,0,0,September,9,Sunday,6,04-Aug,49,14,5,3,0.2857,0.102,0.0612
07-09-2025,DEL,2,FO,Airbus,0,0,September,9,Sunday,6,04-Aug,48,11,5,5,0.2292,0.1042,0.1042
07-09-2025,DEL,3,CP,Airbus,0,0,September,9,Sunday,6,08-Dec,32,10,5,1,0.3125,0.1562,0.0312
07-09-2025,DEL,3,FO,Airbus,0,0,September,9,Sunday,6,08-Dec,26,3,4,1,0.1154,0.1538,0.0385
07-09-2025,DEL,4,CP,Airbus,0,0,September,9,Sunday,6,Dec-16,38,7,2,6,0.1842,0.0526,0.1579
07-09-2025,DEL,4,FO,Airbus,0,0,September,9,Sunday,6,Dec-16,34,3,2,6,0.0882,0.0588,0.1765
07-09-2025,DEL,5,CP,Airbus,0,0,September,9,Sunday,6,16-20,43,11,3,5,0.2558,0.0698,0.1163
07-09-2025,DEL,5,FO,Airbus,0,0,September,9,Sunday,6,16-20,37,7,3,5,0.1892,0.0811,0.1351
07-09-2025,DEL,6,CP,Airbus,0,0,September,9,Sunday,6,20-24,20,8,5,6,0.4,0.25,0.3
07-09-2025,DEL,6,FO,Airbus,0,0,September,9,Sunday,6,20-24,11,4,5,3,0.3636,0.4545,0.2727
08-09-2025,DEL,1,CP,Airbus,0,0,September,9,Monday,0,0-4,5,1,1,1,0.2,0.2,0.2
08-09-2025,DEL,1,FO,Airbus,0,0,September,9,Monday,0,0-4,6,1,1,1,0.1667,0.1667,0.1667
08-09-2025,DEL,2,CP,Airbus,0,0,September,9,Monday,0,04-Aug,45,15,5,6,0.3333,0.1111,0.1333
08-09-2025,DEL,2,FO,Airbus,0,0,September,9,Monday,0,04-Aug,45,12,4,7,0.2667,0.0889,0.1556
08-09-2025,DEL,3,CP,Airbus,0,0,September,9,Monday,0,08-Dec,33,8,4,7,0.2424,0.1212,0.2121
08-09-2025,DEL,3,FO,Airbus,0,0,September,9,Monday,0,08-Dec,27,4,4,7,0.1481,0.1481,0.2593
08-09-2025,DEL,4,CP,Airbus,0,0,September,9,Monday,0,Dec-16,36,11,3,6,0.3056,0.0833,0.1667
08-09-2025,DEL,4,FO,Airbus,0,0,September,9,Monday,0,Dec-16,39,6,3,9,0.1538,0.0769,0.2308
08-09-2025,DEL,5,CP,Airbus,0,0,September,9,Monday,0,16-20,40,10,3,4,0.25,0.075,0.1
08-09-2025,DEL,5,FO,Airbus,0,0,September,9,Monday,0,16-20,39,8,5,6,0.2051,0.1282,0.1538
08-09-2025,DEL,6,CP,Airbus,0,0,September,9,Monday,0,20-24,22,6,7,1,0.2727,0.3182,0.0455
08-09-2025,DEL,6,FO,Airbus,0,0,September,9,Monday,0,20-24,14,5,5,0,0.3571,0.3571,0
09-09-2025,DEL,1,CP,Airbus,0,0,September,9,Tuesday,1,0-4,5,0,0,1,0,0,0.2
09-09-2025,DEL,1,FO,Airbus,0,0,September,9,Tuesday,1,0-4,3,0,0,1,0,0,0.3333
09-09-2025,DEL,2,CP,Airbus,0,0,September,9,Tuesday,1,04-Aug,50,15,5,6,0.3,0.1,0.12
09-09-2025,DEL,2,FO,Airbus,0,0,September,9,Tuesday,1,04-Aug,41,9,5,5,0.2195,0.122,0.122
09-09-2025,DEL,3,CP,Airbus,0,0,September,9,Tuesday,1,08-Dec,36,12,5,5,0.3333,0.1389,0.1389
09-09-2025,DEL,3,FO,Airbus,0,0,September,9,Tuesday,1,08-Dec,28,6,3,8,0.2143,0.1071,0.2857
09-09-2025,DEL,4,CP,Airbus,0,0,September,9,Tuesday,1,Dec-16,38,10,2,4,0.2632,0.0526,0.1053
09-09-2025,DEL,4,FO,Airbus,0,0,September,9,Tuesday,1,Dec-16,31,6,2,7,0.1935,0.0645,0.2258
09-09-2025,DEL,5,CP,Airbus,0,0,September,9,Tuesday,1,16-20,46,11,5,3,0.2391,0.1087,0.0652
09-09-2025,DEL,5,FO,Airbus,0,0,September,9,Tuesday,1,16-20,38,6,3,4,0.1579,0.0789,0.1053
09-09-2025,DEL,6,CP,Airbus,0,0,September,9,Tuesday,1,20-24,21,10,5,3,0.4762,0.2381,0.1429
09-09-2025,DEL,6,FO,Airbus,0,0,September,9,Tuesday,1,20-24,21,8,6,3,0.381,0.2857,0.1429
10-09-2025,DEL,1,CP,Airbus,0,0,September,9,Wednesday,2,0-4,5,0,0,1,0,0,0.2
10-09-2025,DEL,1,FO,Airbus,0,0,September,9,Wednesday,2,0-4,4,0,0,0,0,0,0
10-09-2025,DEL,2,CP,Airbus,0,0,September,9,Wednesday,2,04-Aug,41,13,4,4,0.3171,0.0976,0.0976
10-09-2025,DEL,2,FO,Airbus,0,0,September,9,Wednesday,2,04-Aug,48,13,3,4,0.2708,0.0625,0.0833
10-09-2025,DEL,3,CP,Airbus,0,0,September,9,Wednesday,2,08-Dec,28,9,3,4,0.3214,0.1071,0.1429
10-09-2025,DEL,3,FO,Airbus,0,0,September,9,Wednesday,2,08-Dec,26,5,3,3,0.1923,0.1154,0.1154
10-09-2025,DEL,4,CP,Airbus,0,0,September,9,Wednesday,2,Dec-16,29,7,2,4,0.2414,0.069,0.1379
